dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000,cumulative_cases,cumulative_deaths
2020-04-03,3,4,2020,38,1,Cameroon,cm,CMR,25876387,Africa,0.99318348,271,7
2020-04-03,3,4,2020,0,0,Cape_Verde,cv,CPV,549936,Africa,1.09103605,6,1
2020-04-03,3,4,2020,0,0,Central_African_Republic,cf,CAF,4745179,Africa,0.14751814,8,0
2020-04-03,3,4,2020,0,0,Chad,td,TCD,15946882,Africa,0.03762491,7,0
2020-04-03,3,4,2020,19,1,Congo,cg,COG,5380504,Africa,0.70625354,41,3
2020-04-03,3,4,2020,4,0,Cote_dIvoire,ci,CIV,25716554,Africa,0.71938099,194,1
2020-04-03,3,4,2020,0,0,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.12558968,123,11
2020-04-03,3,4,2020,7,0,Djibouti,dj,DJI,973557,Africa,4.1086449,41,0
2020-04-03,3,4,2020,69,6,Egypt,eg,EGY,100388076,Africa,0.56680038,779,52
2020-04-03,3,4,2020,0,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.81122021,15,0
2020-04-03,3,4,2020,4,0,Eritrea,er,ERI,3497117,Africa,NA,22,0
2020-04-03,3,4,2020,0,0,Eswatini,sz,SWZ,1148133,Africa,0.69678339,9,0
2020-04-03,3,4,2020,0,0,Ethiopia,et,ETH,112078727,Africa,0.01962906,29,0
2020-04-03,3,4,2020,2116,471,France,fr,FRA,67012883,Europe,71.79216569,59105,4503
2020-04-03,3,4,2020,0,0,Gabon,ga,GAB,2172578,Africa,0.690424,18,1
2020-04-03,3,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.12778486,4,1
2020-04-03,3,4,2020,9,0,Ghana,gh,GHA,30417858,Africa,0.6344957,204,5
2020-04-03,3,4,2020,22,0,Guinea,gn,GIN,12771246,Africa,0.39933457,52,0
2020-04-03,3,4,2020,0,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,9,0
2020-04-03,3,4,2020,29,2,Kenya,ke,KEN,52573967,Africa,0.19591445,110,3
2020-04-03,3,4,2020,0,0,Liberia,lr,LBR,4937374,Africa,0.08101473,6,0
2020-04-03,3,4,2020,1,1,Libya,ly,LBY,6777453,Africa,NA,11,1
2020-04-03,3,4,2020,5,0,Madagascar,mg,MDG,26969306,Africa,0.21876722,59,0
2020-04-03,3,4,2020,3,0,Malawi,mw,MWI,18628749,Africa,NA,3,0
2020-04-03,3,4,2020,8,2,Mali,ml,MLI,19658023,Africa,NA,36,3
2020-04-03,3,4,2020,1,1,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-03,3,4,2020,15,2,Mauritius,mu,MUS,1269670,Africa,13.07426339,169,7
2020-04-03,3,4,2020,54,5,Morocco,ma,MAR,36471766,Africa,1.76849128,708,44
2020-04-03,3,4,2020,0,0,Mozambique,mz,MOZ,30366043,Africa,NA,10,0
2020-04-03,3,4,2020,0,0,Namibia,NA,NAM,2494524,Africa,0.44096589,13,0
2020-04-03,3,4,2020,0,0,Niger,ne,NER,23310719,Africa,0.31745053,74,5
2020-04-03,3,4,2020,23,0,Nigeria,ng,NGA,200963603,Africa,0.08260202,174,2
2020-04-03,3,4,2020,0,0,Rwanda,rw,RWA,12626938,Africa,0.56228992,82,0
2020-04-03,3,4,2020,5,0,Senegal,sn,SEN,16296362,Africa,0.97567788,195,1
2020-04-03,3,4,2020,0,0,Seychelles,sc,SYC,97741,Africa,4.09244841,10,0
2020-04-03,3,4,2020,1,0,Sierra_Leone,sl,SLE,7813207,Africa,NA,2,0
2020-04-03,3,4,2020,0,0,Somalia,so,SOM,15442906,Africa,0.02590186,5,0
2020-04-03,3,4,2020,82,0,South_Africa,za,ZAF,58558267,Africa,2.24050346,1462,5
2020-04-03,3,4,2020,0,0,Sudan,sd,SDN,42813237,Africa,0.01167863,7,2
2020-04-03,3,4,2020,3,0,Togo,tg,TGO,8082359,Africa,0.47015976,39,2
2020-04-03,3,4,2020,61,3,Tunisia,tn,TUN,11694721,Africa,3.55716053,455,13
2020-04-03,3,4,2020,1,0,Uganda,ug,UGA,44269587,Africa,NA,45,0
2020-04-03,3,4,2020,1,0,United_Republic_of_Tanzania,tz,TZA,58005461,Africa,0.03103156,21,1
2020-04-03,3,4,2020,3,1,Zambia,zm,ZMB,17861034,Africa,0.20715486,39,1
2020-04-03,3,4,2020,0,0,Zimbabwe,zw,ZWE,14645473,Africa,0.05462439,8,1
2020-04-04,4,4,2020,185,42,Algeria,dz,DZA,43053054,Africa,2.48298297,1171,105
2020-04-04,4,4,2020,0,0,Angola,ao,AGO,31825299,Africa,0.02513723,8,2
2020-04-04,4,4,2020,3,0,Benin,bj,BEN,11801151,Africa,0.1186325,16,0
2020-04-04,4,4,2020,0,0,Botswana,bw,BWA,2303703,Africa,NA,4,1
2020-04-04,4,4,2020,0,0,Burkina_Faso,bf,BFA,20321383,Africa,1.22038938,288,16
2020-04-04,4,4,2020,0,0,Burundi,bi,BDI,11530577,Africa,NA,3,0
2020-04-04,4,4,2020,238,1,Cameroon,cm,CMR,25876387,Africa,1.86270208,509,8
2020-04-04,4,4,2020,0,0,Cape_Verde,cv,CPV,549936,Africa,0.72735737,6,1
2020-04-04,4,4,2020,0,0,Central_African_Republic,cf,CAF,4745179,Africa,0.14751814,8,0
2020-04-04,4,4,2020,0,0,Chad,td,TCD,15946882,Africa,0.03762491,7,0
2020-04-04,4,4,2020,0,0,Congo,cg,COG,5380504,Africa,0.70625354,41,3
2020-04-04,4,4,2020,24,0,Cote_dIvoire,ci,CIV,25716554,Africa,0.79326336,218,1
2020-04-04,4,4,2020,11,2,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.13826387,134,13
2020-04-04,4,4,2020,0,0,Djibouti,dj,DJI,973557,Africa,4.1086449,41,0
2020-04-04,4,4,2020,0,0,Egypt,eg,EGY,100388076,Africa,0.52097821,779,52
2020-04-04,4,4,2020,1,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.8849675,16,0
2020-04-04,4,4,2020,0,0,Eritrea,er,ERI,3497117,Africa,0.62908962,22,0
2020-04-04,4,4,2020,0,0,Eswatini,sz,SWZ,1148133,Africa,0.69678339,9,0
2020-04-04,4,4,2020,6,0,Ethiopia,et,ETH,112078727,Africa,0.02319798,35,0
2020-04-04,4,4,2020,5233,2004,France,fr,FRA,67012883,Europe,77.18814306,64338,6507
2020-04-04,4,4,2020,3,0,Gabon,ga,GAB,2172578,Africa,0.8285088,21,1
2020-04-04,4,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.12778486,4,1
2020-04-04,4,4,2020,1,0,Ghana,gh,GHA,30417858,Africa,0.62134553,205,5
2020-04-04,4,4,2020,0,0,Guinea,gn,GIN,12771246,Africa,0.39150448,52,0
2020-04-04,4,4,2020,6,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,15,0
2020-04-04,4,4,2020,12,1,Kenya,ke,KEN,52573967,Africa,0.21873944,122,4
2020-04-04,4,4,2020,1,0,Liberia,lr,LBR,4937374,Africa,0.10126841,7,0
2020-04-04,4,4,2020,0,0,Libya,ly,LBY,6777453,Africa,NA,11,1
2020-04-04,4,4,2020,6,0,Madagascar,mg,MDG,26969306,Africa,0.22989097,65,0
2020-04-04,4,4,2020,0,0,Malawi,mw,MWI,18628749,Africa,NA,3,0
2020-04-04,4,4,2020,3,0,Mali,ml,MLI,19658023,Africa,NA,39,3
2020-04-04,4,4,2020,0,0,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-04,4,4,2020,17,0,Mauritius,mu,MUS,1269670,Africa,13.70434837,186,7
2020-04-04,4,4,2020,0,0,Morocco,ma,MAR,36471766,Africa,1.7054288,708,44
2020-04-04,4,4,2020,0,0,Mozambique,mz,MOZ,30366043,Africa,NA,10,0
2020-04-04,4,4,2020,1,0,Namibia,NA,NAM,2494524,Africa,0.44096589,14,0
2020-04-04,4,4,2020,24,0,Niger,ne,NER,23310719,Africa,0.41611758,98,5
2020-04-04,4,4,2020,16,0,Nigeria,ng,NGA,200963603,Africa,0.08857325,190,2
2020-04-04,4,4,2020,7,0,Rwanda,rw,RWA,12626938,Africa,0.5702095,89,0
2020-04-04,4,4,2020,12,0,Senegal,sn,SEN,16296362,Africa,0.98181422,207,1
2020-04-04,4,4,2020,0,0,Seychelles,sc,SYC,97741,Africa,3.06933631,10,0
2020-04-04,4,4,2020,0,0,Sierra_Leone,sl,SLE,7813207,Africa,NA,2,0
2020-04-04,4,4,2020,0,0,Somalia,so,SOM,15442906,Africa,0.02590186,5,0
2020-04-04,4,4,2020,43,2,South_Africa,za,ZAF,58558267,Africa,2.22001105,1505,7
2020-04-04,4,4,2020,0,0,Sudan,sd,SDN,42813237,Africa,0.01167863,7,2
2020-04-04,4,4,2020,1,1,Togo,tg,TGO,8082359,Africa,0.38355139,40,3
2020-04-04,4,4,2020,0,0,Tunisia,tn,TUN,11694721,Africa,3.42889753,455,13
2020-04-04,4,4,2020,3,0,Uganda,ug,UGA,44269587,Africa,0.10842658,48,0
2020-04-04,4,4,2020,0,0,United_Republic_of_Tanzania,tz,TZA,58005461,Africa,0.03103156,21,1
2020-04-04,4,4,2020,0,0,Zambia,zm,ZMB,17861034,Africa,0.20715486,39,1
2020-04-04,4,4,2020,1,0,Zimbabwe,zw,ZWE,14645473,Africa,0.05462439,9,1
2020-04-05,5,4,2020,80,25,Algeria,dz,DZA,43053054,Africa,2.58285974,1251,130
2020-04-05,5,4,2020,2,0,Angola,ao,AGO,31825299,Africa,0.02513723,10,2
2020-04-05,5,4,2020,0,0,Benin,bj,BEN,11801151,Africa,0.1186325,16,0
2020-04-05,5,4,2020,0,0,Botswana,bw,BWA,2303703,Africa,NA,4,1
2020-04-05,5,4,2020,14,0,Burkina_Faso,bf,BFA,20321383,Africa,1.17118013,302,16
2020-04-05,5,4,2020,0,0,Burundi,bi,BDI,11530577,Africa,NA,3,0
2020-04-05,5,4,2020,46,1,Cameroon,cm,CMR,25876387,Africa,2.04047033,555,9
2020-04-05,5,4,2020,1,0,Cape_Verde,cv,CPV,549936,Africa,0.72735737,7,1
2020-04-05,5,4,2020,1,0,Central_African_Republic,cf,CAF,4745179,Africa,0.12644412,9,0
2020-04-05,5,4,2020,1,0,Chad,td,TCD,15946882,Africa,0.03762491,8,0
2020-04-05,5,4,2020,4,2,Congo,cg,COG,5380504,Africa,0.7620104,45,5
2020-04-05,5,4,2020,27,1,Cote_dIvoire,ci,CIV,25716554,Africa,0.88658846,245,2
2020-04-05,5,4,2020,20,5,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.15093806,154,18
2020-04-05,5,4,2020,10,0,Djibouti,dj,DJI,973557,Africa,5.13580612,51,0
2020-04-05,5,4,2020,206,14,Egypt,eg,EGY,100388076,Africa,0.69729397,985,66
2020-04-05,5,4,2020,0,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.73747292,16,0
2020-04-05,5,4,2020,7,0,Eritrea,er,ERI,3497117,Africa,0.80065951,29,0
2020-04-05,5,4,2020,0,0,Eswatini,sz,SWZ,1148133,Africa,0.69678339,9,0
2020-04-05,5,4,2020,3,0,Ethiopia,et,ETH,112078727,Africa,0.02587467,38,0
2020-04-05,5,4,2020,4267,1053,France,fr,FRA,67012883,Europe,80.79938898,68605,7560
2020-04-05,5,4,2020,0,0,Gabon,ga,GAB,2172578,Africa,0.8285088,21,1
2020-04-05,5,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.12778486,4,1
2020-04-05,5,4,2020,9,0,Ghana,gh,GHA,30417858,Africa,0.6344957,214,5
2020-04-05,5,4,2020,59,0,Guinea,gn,GIN,12771246,Africa,0.85347976,111,0
2020-04-05,5,4,2020,3,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,18,0
2020-04-05,5,4,2020,4,0,Kenya,ke,KEN,52573967,Africa,0.22634777,126,4
2020-04-05,5,4,2020,3,1,Liberia,lr,LBR,4937374,Africa,0.14177577,10,1
2020-04-05,5,4,2020,7,0,Libya,ly,LBY,6777453,Africa,NA,18,1
2020-04-05,5,4,2020,6,0,Madagascar,mg,MDG,26969306,Africa,0.25213849,71,0
2020-04-05,5,4,2020,1,0,Malawi,mw,MWI,18628749,Africa,NA,4,0
2020-04-05,5,4,2020,2,0,Mali,ml,MLI,19658023,Africa,NA,41,3
2020-04-05,5,4,2020,0,0,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-05,5,4,2020,10,0,Mauritius,mu,MUS,1269670,Africa,14.33443336,196,7
2020-04-05,5,4,2020,211,15,Morocco,ma,MAR,36471766,Africa,2.25654003,919,59
2020-04-05,5,4,2020,0,0,Mozambique,mz,MOZ,30366043,Africa,0.03293152,10,0
2020-04-05,5,4,2020,0,0,Namibia,NA,NAM,2494524,Africa,0.44096589,14,0
2020-04-05,5,4,2020,22,0,Niger,ne,NER,23310719,Africa,0.51049476,120,5
2020-04-05,5,4,2020,20,2,Nigeria,ng,NGA,200963603,Africa,0.09354928,210,4
2020-04-05,5,4,2020,13,0,Rwanda,rw,RWA,12626938,Africa,0.67316399,102,0
2020-04-05,5,4,2020,12,1,Senegal,sn,SEN,16296362,Africa,1.00022324,219,2
2020-04-05,5,4,2020,0,0,Seychelles,sc,SYC,97741,Africa,3.06933631,10,0
2020-04-05,5,4,2020,2,0,Sierra_Leone,sl,SLE,7813207,Africa,NA,4,0
2020-04-05,5,4,2020,2,0,Somalia,so,SOM,15442906,Africa,0.03885279,7,0
2020-04-05,5,4,2020,80,2,South_Africa,za,ZAF,58558267,Africa,2.29685759,1585,9
2020-04-05,5,4,2020,3,0,Sudan,sd,SDN,42813237,Africa,0.01868581,10,2
2020-04-05,5,4,2020,1,0,Togo,tg,TGO,8082359,Africa,0.32168826,41,3
2020-04-05,5,4,2020,40,5,Tunisia,tn,TUN,11694721,Africa,3.719627,495,18
2020-04-05,5,4,2020,0,0,Uganda,ug,UGA,44269587,Africa,0.10616769,48,0
2020-04-05,5,4,2020,0,0,United_Republic_of_Tanzania,tz,TZA,58005461,Africa,0.02585963,21,1
2020-04-05,5,4,2020,0,0,Zambia,zm,ZMB,17861034,Africa,0.20715486,39,1
2020-04-05,5,4,2020,0,0,Zimbabwe,zw,ZWE,14645473,Africa,0.04779634,9,1
2020-04-06,6,4,2020,69,22,Algeria,dz,DZA,43053054,Africa,2.59911875,1320,152
2020-04-06,6,4,2020,4,0,Angola,ao,AGO,31825299,Africa,0.03770585,14,2
2020-04-06,6,4,2020,6,0,Benin,bj,BEN,11801151,Africa,0.16947499,22,0
2020-04-06,6,4,2020,2,0,Botswana,bw,BWA,2303703,Africa,NA,6,1
2020-04-06,6,4,2020,43,1,Burkina_Faso,bf,BFA,20321383,Africa,1.3827799,345,17
2020-04-06,6,4,2020,0,0,Burundi,bi,BDI,11530577,Africa,NA,3,0
2020-04-06,6,4,2020,95,0,Cameroon,cm,CMR,25876387,Africa,2.40760041,650,9
2020-04-06,6,4,2020,0,0,Cape_Verde,cv,CPV,549936,Africa,0.72735737,7,1
2020-04-06,6,4,2020,0,0,Central_African_Republic,cf,CAF,4745179,Africa,0.1053701,9,0
2020-04-06,6,4,2020,1,0,Chad,td,TCD,15946882,Africa,0.04389573,9,0
2020-04-06,6,4,2020,0,0,Congo,cg,COG,5380504,Africa,0.7620104,45,5
2020-04-06,6,4,2020,16,1,Cote_dIvoire,ci,CIV,25716554,Africa,0.91769683,261,3
2020-04-06,6,4,2020,0,0,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.14748146,154,18
2020-04-06,6,4,2020,8,0,Djibouti,dj,DJI,973557,Africa,5.9575351,59,0
2020-04-06,6,4,2020,85,5,Egypt,eg,EGY,100388076,Africa,0.77300017,1070,71
2020-04-06,6,4,2020,0,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.73747292,16,0
2020-04-06,6,4,2020,0,0,Eritrea,er,ERI,3497117,Africa,0.80065951,29,0
2020-04-06,6,4,2020,0,0,Eswatini,sz,SWZ,1148133,Africa,0.43548962,9,0
2020-04-06,6,4,2020,5,2,Ethiopia,et,ETH,112078727,Africa,0.02855136,43,2
2020-04-06,6,4,2020,1873,518,France,fr,FRA,67012883,Europe,81.2679556,70478,8078
2020-04-06,6,4,2020,0,0,Gabon,ga,GAB,2172578,Africa,0.690424,21,1
2020-04-06,6,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.12778486,4,1
2020-04-06,6,4,2020,0,0,Ghana,gh,GHA,30417858,Africa,0.62463307,214,5
2020-04-06,6,4,2020,10,0,Guinea,gn,GIN,12771246,Africa,0.93178066,121,0
2020-04-06,6,4,2020,0,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,18,0
2020-04-06,6,4,2020,16,0,Kenya,ke,KEN,52573967,Africa,0.24156442,142,4
2020-04-06,6,4,2020,3,2,Liberia,lr,LBR,4937374,Africa,0.20253681,13,3
2020-04-06,6,4,2020,0,0,Libya,ly,LBY,6777453,Africa,NA,18,1
2020-04-06,6,4,2020,1,0,Madagascar,mg,MDG,26969306,Africa,0.25584641,72,0
2020-04-06,6,4,2020,0,0,Malawi,mw,MWI,18628749,Africa,NA,4,0
2020-04-06,6,4,2020,4,2,Mali,ml,MLI,19658023,Africa,NA,45,5
2020-04-06,6,4,2020,0,0,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-06,6,4,2020,31,0,Mauritius,mu,MUS,1269670,Africa,15.67336394,227,7
2020-04-06,6,4,2020,102,11,Morocco,ma,MAR,36471766,Africa,2.48411333,1021,70
2020-04-06,6,4,2020,0,0,Mozambique,mz,MOZ,30366043,Africa,0.02963837,10,0
2020-04-06,6,4,2020,2,0,Namibia,NA,NAM,2494524,Africa,0.52114151,16,0
2020-04-06,6,4,2020,64,5,Niger,ne,NER,23310719,Africa,0.78504657,184,10
2020-04-06,6,4,2020,22,1,Nigeria,ng,NGA,200963603,Africa,0.10051571,232,5
2020-04-06,6,4,2020,2,0,Rwanda,rw,RWA,12626938,Africa,0.67316399,104,0
2020-04-06,6,4,2020,3,0,Senegal,sn,SEN,16296362,Africa,0.95113253,222,2
2020-04-06,6,4,2020,0,0,Seychelles,sc,SYC,97741,Africa,3.06933631,10,0
2020-04-06,6,4,2020,2,0,Sierra_Leone,sl,SLE,7813207,Africa,NA,6,0
2020-04-06,6,4,2020,0,0,Somalia,so,SOM,15442906,Africa,0.03885279,7,0
2020-04-06,6,4,2020,70,2,South_Africa,za,ZAF,58558267,Africa,2.35833482,1655,11
2020-04-06,6,4,2020,1,0,South_Sudan,ss,SSD,11062114,Africa,NA,1,0
2020-04-06,6,4,2020,2,0,Sudan,sd,SDN,42813237,Africa,0.02335726,12,2
2020-04-06,6,4,2020,3,0,Togo,tg,TGO,8082359,Africa,0.35880614,44,3
2020-04-06,6,4,2020,58,1,Tunisia,tn,TUN,11694721,Africa,4.08731427,553,19
2020-04-06,6,4,2020,4,0,Uganda,ug,UGA,44269587,Africa,0.11520324,52,0
2020-04-06,6,4,2020,1,0,United_Republic_of_Tanzania,tz,TZA,58005461,Africa,0.01723976,22,1
2020-04-06,6,4,2020,0,0,Zambia,zm,ZMB,17861034,Africa,0.20155608,39,1
2020-04-06,6,4,2020,0,0,Zimbabwe,zw,ZWE,14645473,Africa,0.04779634,9,1
2020-04-07,7,4,2020,103,21,Algeria,dz,DZA,43053054,Africa,2.77099971,1423,173
2020-04-07,7,4,2020,2,0,Angola,ao,AGO,31825299,Africa,0.04399016,16,2
2020-04-07,7,4,2020,4,1,Benin,bj,BEN,11801151,Africa,0.17794874,26,1
2020-04-07,7,4,2020,0,0,Botswana,bw,BWA,2303703,Africa,NA,6,1
2020-04-07,7,4,2020,19,0,Burkina_Faso,bf,BFA,20321383,Africa,1.4221473,364,17
2020-04-07,7,4,2020,0,0,Burundi,bi,BDI,11530577,Africa,NA,3,0
2020-04-07,7,4,2020,8,0,Cameroon,cm,CMR,25876387,Africa,2.32644534,658,9
2020-04-07,7,4,2020,0,0,Cape_Verde,cv,CPV,549936,Africa,0.72735737,7,1
2020-04-07,7,4,2020,0,0,Central_African_Republic,cf,CAF,4745179,Africa,0.1053701,9,0
2020-04-07,7,4,2020,0,0,Chad,td,TCD,15946882,Africa,0.04389573,9,0
2020-04-07,7,4,2020,0,0,Congo,cg,COG,5380504,Africa,0.7620104,45,5
2020-04-07,7,4,2020,62,0,Cote_dIvoire,ci,CIV,25716554,Africa,1.15878667,323,3
2020-04-07,7,4,2020,7,0,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.15554686,161,18
2020-04-07,7,4,2020,31,0,Djibouti,dj,DJI,973557,Africa,8.93630265,90,0
2020-04-07,7,4,2020,3,7,Egypt,eg,EGY,100388076,Africa,0.74311614,1073,78
2020-04-07,7,4,2020,0,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.51623104,16,0
2020-04-07,7,4,2020,2,0,Eritrea,er,ERI,3497117,Africa,0.85784948,31,0
2020-04-07,7,4,2020,1,0,Eswatini,sz,SWZ,1148133,Africa,0.52258754,10,0
2020-04-07,7,4,2020,1,0,Ethiopia,et,ETH,112078727,Africa,0.02944359,44,2
2020-04-07,7,4,2020,3912,833,France,fr,FRA,67012883,Europe,81.37838212,74390,8911
2020-04-07,7,4,2020,0,0,Gabon,ga,GAB,2172578,Africa,0.690424,21,1
2020-04-07,7,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.08518991,4,1
2020-04-07,7,4,2020,73,0,Ghana,gh,GHA,30417858,Africa,0.85476104,287,5
2020-04-07,7,4,2020,7,0,Guinea,gn,GIN,12771246,Africa,0.98659128,128,0
2020-04-07,7,4,2020,15,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,33,0
2020-04-07,7,4,2020,16,0,Kenya,ke,KEN,52573967,Africa,0.27009565,158,4
2020-04-07,7,4,2020,1,0,Liberia,lr,LBR,4937374,Africa,0.2227905,14,3
2020-04-07,7,4,2020,0,0,Libya,ly,LBY,6777453,Africa,0.2655865,18,1
2020-04-07,7,4,2020,5,0,Madagascar,mg,MDG,26969306,Africa,0.22247514,77,0
2020-04-07,7,4,2020,1,0,Malawi,mw,MWI,18628749,Africa,NA,5,0
2020-04-07,7,4,2020,2,0,Mali,ml,MLI,19658023,Africa,NA,47,5
2020-04-07,7,4,2020,0,0,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-07,7,4,2020,17,0,Mauritius,mu,MUS,1269670,Africa,16.38220955,244,7
2020-04-07,7,4,2020,99,10,Morocco,ma,MAR,36471766,Africa,2.70346108,1120,80
2020-04-07,7,4,2020,0,0,Mozambique,mz,MOZ,30366043,Africa,0.02963837,10,0
2020-04-07,7,4,2020,0,0,Namibia,NA,NAM,2494524,Africa,0.52114151,16,0
2020-04-07,7,4,2020,69,0,Niger,ne,NER,23310719,Africa,1.07675786,253,10
2020-04-07,7,4,2020,6,0,Nigeria,ng,NGA,200963603,Africa,0.0985253,238,5
2020-04-07,7,4,2020,1,0,Rwanda,rw,RWA,12626938,Africa,0.54645077,105,0
2020-04-07,7,4,2020,4,0,Senegal,sn,SEN,16296362,Africa,0.90204182,226,2
2020-04-07,7,4,2020,0,0,Seychelles,sc,SYC,97741,Africa,3.06933631,10,0
2020-04-07,7,4,2020,0,0,Sierra_Leone,sl,SLE,7813207,Africa,NA,6,0
2020-04-07,7,4,2020,0,0,Somalia,so,SOM,15442906,Africa,0.03885279,7,0
2020-04-07,7,4,2020,31,1,South_Africa,za,ZAF,58558267,Africa,2.19268784,1686,12
2020-04-07,7,4,2020,0,0,South_Sudan,ss,SSD,11062114,Africa,NA,1,0
2020-04-07,7,4,2020,0,0,Sudan,sd,SDN,42813237,Africa,0.02335726,12,2
2020-04-07,7,4,2020,14,0,Togo,tg,TGO,8082359,Africa,0.49490501,58,3
2020-04-07,7,4,2020,21,3,Tunisia,tn,TUN,11694721,Africa,4.14717033,574,22
2020-04-07,7,4,2020,0,0,Uganda,ug,UGA,44269587,Africa,0.09713215,52,0
2020-04-07,7,4,2020,2,0,United_Republic_of_Tanzania,tz,TZA,58005461,Africa,0.02068771,24,1
2020-04-07,7,4,2020,0,0,Zambia,zm,ZMB,17861034,Africa,0.20155608,39,1
2020-04-07,7,4,2020,0,0,Zimbabwe,zw,ZWE,14645473,Africa,0.04779634,9,1
2020-04-08,8,4,2020,45,20,Algeria,dz,DZA,43053054,Africa,2.79654958,1468,193
2020-04-08,8,4,2020,1,0,Angola,ao,AGO,31825299,Africa,0.04713231,17,2
2020-04-08,8,4,2020,0,0,Benin,bj,BEN,11801151,Africa,0.17794874,26,1
2020-04-08,8,4,2020,0,0,Botswana,bw,BWA,2303703,Africa,NA,6,1
2020-04-08,8,4,2020,20,2,Burkina_Faso,bf,BFA,20321383,Africa,1.4024636,384,19
2020-04-08,8,4,2020,0,0,Burundi,bi,BDI,11530577,Africa,NA,3,0
2020-04-08,8,4,2020,27,0,Cameroon,cm,CMR,25876387,Africa,2.36895514,685,9
2020-04-08,8,4,2020,0,0,Cape_Verde,cv,CPV,549936,Africa,0.72735737,7,1
2020-04-08,8,4,2020,0,0,Central_African_Republic,cf,CAF,4745179,Africa,0.1053701,9,0
2020-04-08,8,4,2020,0,0,Chad,td,TCD,15946882,Africa,0.03762491,9,0
2020-04-08,8,4,2020,0,0,Congo,cg,COG,5380504,Africa,0.7620104,45,5
2020-04-08,8,4,2020,26,0,Cote_dIvoire,ci,CIV,25716554,Africa,1.07323866,349,3
2020-04-08,8,4,2020,19,0,Democratic_Republic_of_the_Congo,cd,COD,86790568,Africa,0.15554686,180,18
2020-04-08,8,4,2020,31,0,Djibouti,dj,DJI,973557,Africa,12.12050245,121,0
2020-04-08,8,4,2020,249,7,Egypt,eg,EGY,100388076,Africa,0.95230434,1322,85
2020-04-08,8,4,2020,0,0,Equatorial_Guinea,gq,GNQ,1355982,Africa,0.51623104,16,0
2020-04-08,8,4,2020,0,0,Eritrea,er,ERI,3497117,Africa,0.85784948,31,0
2020-04-08,8,4,2020,0,0,Eswatini,sz,SWZ,1148133,Africa,0.52258754,10,0
2020-04-08,8,4,2020,8,0,Ethiopia,et,ETH,112078727,Africa,0.03658143,52,2
2020-04-08,8,4,2020,3777,1417,France,fr,FRA,67012883,Europe,83.36456738,78167,10328
2020-04-08,8,4,2020,9,0,Gabon,ga,GAB,2172578,Africa,1.10467841,30,1
2020-04-08,8,4,2020,0,0,Gambia,gm,GMB,2347696,Africa,0.04259495,4,1
2020-04-08,8,4,2020,0,0,Ghana,gh,GHA,30417858,Africa,0.76928494,287,5
2020-04-08,8,4,2020,16,0,Guinea,gn,GIN,12771246,Africa,1.09621254,144,0
2020-04-08,8,4,2020,0,0,Guinea_Bissau,gw,GNB,1920917,Africa,NA,33,0
2020-04-08,8,4,2020,14,2,Kenya,ke,KEN,52573967,Africa,0.27960606,172,6
2020-04-08,8,4,2020,0,0,Liberia,lr,LBR,4937374,Africa,0.2227905,14,3
2020-04-08,8,4,2020,1,0,Libya,ly,LBY,6777453,Africa,0.2655865,19,1
2020-04-08,8,4,2020,8,0,Madagascar,mg,MDG,26969306,Africa,0.24472265,85,0
2020-04-08,8,4,2020,3,1,Malawi,mw,MWI,18628749,Africa,NA,8,1
2020-04-08,8,4,2020,9,0,Mali,ml,MLI,19658023,Africa,0.28487097,56,5
2020-04-08,8,4,2020,0,0,Mauritania,mr,MRT,4525698,Africa,0.08838416,6,1
2020-04-08,8,4,2020,24,0,Mauritius,mu,MUS,1269670,Africa,17.79990076,268,7
2020-04-08,8,4,2020,64,10,Morocco,ma,MAR,36471766,Africa,2.7802328,1184,90
